token,pos,frequency
ホッ,副詞,8
びき,名詞,8
並木,名詞,8
柱時計,名詞,8
ひたい,名詞,8
うふ,感動詞,8
大した,連体詞,8
まくら,名詞,8
死骸,名詞,8
照,名詞,8
断章,名詞,8
まいる,動詞,8
分ける,動詞,8
べつ,名詞,8
画,名詞,8
水色,名詞,8
わる,名詞,8
やどり木,名詞,8
へ,名詞,8
悪,名詞,8
ぞう,名詞,8
ぐれる,動詞,8
ええ,形容詞,8
局,名詞,8
根,名詞,8
爪,名詞,8
偉い,形容詞,8
もさ,名詞,8
わあ,感動詞,8
支配人,名詞,8
火山灰,名詞,8
けっして,副詞,8
東北,名詞,8
緑色,名詞,8
コト,名詞,8
勘定,名詞,8
貫,名詞,8
へるる,動詞,8
にらむ,動詞,8
助かる,動詞,8
塀,名詞,8
湖,名詞,8
経,名詞,8
に対する,助詞,8
みえる,動詞,8
いのち,名詞,8
すべ,名詞,8
さむい,形容詞,8
どういう,連体詞,8
好,接頭詞,8
なかば,名詞,8
文字,名詞,8
なべて,副詞,8
烈しい,形容詞,8
近づく,動詞,8
化物,名詞,8
廊,名詞,8
延,名詞,8
何気ない,形容詞,8
金米糖,名詞,8
岩手山,名詞,8
眼鏡,名詞,8
パッ,副詞,8
のく,動詞,8
まね,名詞,8
類,名詞,8
洲,名詞,8
片っぱし,名詞,8
種,名詞,8
匁,名詞,8
停る,動詞,8
うり,名詞,8
椀,名詞,8
しづ,名詞,8
かしこ,名詞,8
一月,名詞,8
盃,名詞,8
ぱくる,動詞,8
とける,動詞,8
泪,名詞,8
獣,名詞,8
でかける,動詞,8
いか,副詞,8
大分,名詞,8
すもう,名詞,8
ちり,名詞,8
学年,名詞,7
描く,動詞,7
あん,名詞,7
はかない,形容詞,7
うつ,名詞,7
かすれる,動詞,7
いっす,動詞,7
主義,名詞,7
冠,名詞,7
踏む,動詞,7
約,接頭詞,7
けた,名詞,7
打つ,動詞,7
つまみ,名詞,7
断じて,副詞,7
だいだい,名詞,7
下げる,動詞,7
動物,名詞,7
ぞろぞろ,副詞,7
とちる,動詞,7
のめる,動詞,7
カチカチ,名詞,7
盤面,名詞,7
付ける,動詞,7
よっぽど,副詞,7
尊敬,名詞,7
遊び,名詞,7
仕立,名詞,7
やさい,形容詞,7
おす,動詞,7
かぐ,動詞,7
こだま,名詞,7
ぎょっと,副詞,7
落し,名詞,7
すう,動詞,7
尋ねる,動詞,7
決闘,名詞,7
柔らか,名詞,7
容易,名詞,7
硫黄,名詞,7
カンカン,副詞,7
谷川,名詞,7
県,名詞,7
綱,名詞,7
こぐ,動詞,7
幸福,名詞,7
いも,名詞,7
暮れ,名詞,7
みそ,名詞,7
行い,名詞,7
愛,名詞,7
候,名詞,7
丈夫,名詞,7
くん,名詞,7
さる,連体詞,7
草地,名詞,7
やれる,動詞,7
何たる,連体詞,7
終り,名詞,7
ほんとに,副詞,7
雲母,名詞,7
つつむ,動詞,7
あたる,動詞,7
ペ,名詞,7
それなら,接続詞,7
ことに,副詞,7
かな,名詞,7
種子,名詞,7
だいぶ,副詞,7
あら,感動詞,7
あらた,名詞,7
たか,名詞,7
状,名詞,7
ゆすぶる,動詞,7
わん,名詞,7
方角,名詞,7
何もかも,副詞,7
お客,名詞,7
どん,名詞,7
にかけて,助詞,7
いばる,動詞,7
さや,名詞,7
ねむの木,名詞,7
かわり,名詞,7
ふえ,名詞,7
地方,名詞,7
つる,動詞,7
台地,名詞,7
卒,名詞,7
まずい,形容詞,7
気分,名詞,7
故,接頭詞,7
ぬける,動詞,7
よぶ,動詞,7
すずらん,名詞,7
ほっと,副詞,7
きょろきょろ,副詞,7
おぼしめす,動詞,7
嫌,名詞,7
ほうき,名詞,7
おの,名詞,7
残り,名詞,7
百舌,名詞,7
橙,名詞,7
億,名詞,7
のろし,名詞,7
酔,名詞,7
農,名詞,7
くむ,動詞,7
垂,名詞,7
けち,名詞,7
請負,名詞,7
するする,副詞,7
拍手,名詞,7
柵,名詞,7
軋る,動詞,7
下,接頭詞,7
気圏,名詞,7
ハッハッハ,感動詞,7
微,接頭詞,7
はせる,動詞,7
とりつく,動詞,7
まう,動詞,7
いばら,名詞,7
歩調,名詞,7
縦,名詞,7
ながい,形容詞,7
ときどき,副詞,7
樽,名詞,7
四角,名詞,7
食事,名詞,7
ぼうっと,副詞,7
書,名詞,7
建つ,動詞,7
重,名詞,7
ゆるい,形容詞,7
院長,名詞,7
改心,名詞,7
ならべる,動詞,7
あおぐ,動詞,7
感,名詞,7
なめる,動詞,7
失敬,名詞,7
静,名詞,7
二月,名詞,7
こめ,名詞,7
オト,名詞,7
悲しい,形容詞,7
さうない,形容詞,7
みつける,動詞,7
おとな,名詞,7
師,名詞,7
藤原,名詞,7
焼,名詞,7
はかる,動詞,7
すでに,副詞,7
陸地,名詞,7
かわく,動詞,7
飾る,動詞,7
撒く,動詞,7
荒い,形容詞,7
そつ,名詞,7
わに,名詞,7
ほこ,名詞,7
貴,名詞,7
鞄,名詞,7
甘い,形容詞,7
結晶,名詞,7
ぶらぶら,副詞,7
むっと,副詞,7
あご,名詞,7
ぬすむ,動詞,7
いたむ,動詞,7
むれる,動詞,7
糸,名詞,7
きおう,動詞,7
姿,名詞,7
一層,副詞,7
くしゃくしゃ,副詞,7
美学,名詞,7
ひよ,名詞,7
爆発,名詞,7
さようなら,感動詞,7
存じる,動詞,7
持てる,動詞,7
兼ねる,動詞,7
新しい,形容詞,7
義勇,名詞,7
げに,副詞,7
いらう,動詞,7
それに,接続詞,7
たき,名詞,7
お許し,名詞,7
黒坂,名詞,7
かえす,動詞,7
つつましい,形容詞,7
しろくま,名詞,7
とまれ,副詞,7
楽譜,名詞,7
山の上,名詞,7
この間,名詞,7
ところどころ,名詞,7
おそれる,動詞,7
瓦斯,名詞,7
探る,動詞,7
辛い,形容詞,7
水薬,名詞,7
晩方,名詞,7
うめる,動詞,7
たぶ,動詞,7
両側,名詞,7
ぐったり,副詞,7
載る,動詞,7
茎,名詞,7
何とか,副詞,7
栗鼠,名詞,7
切ない,形容詞,7
浮ぶ,動詞,7
準,接頭詞,7
わあわあ,副詞,7
ゆるす,動詞,7
はりつける,動詞,7
お早う,名詞,7
厳,名詞,7
痕,名詞,7
洪水,名詞,7
つやつや,副詞,7
ふるう,動詞,7
向こう,名詞,7
ほとんど,副詞,7
かけす,名詞,7
ねむい,形容詞,7
磁石,名詞,7
めばち,名詞,7
はさ,名詞,7
ぱらぱら,副詞,7
抜ける,動詞,7
しゃがむ,動詞,7
群青,名詞,7
蛇,名詞,7
裂罅,名詞,7
諸,接頭詞,7
かね,名詞,7
罰金,名詞,7
うなづく,動詞,7
ふりかえる,動詞,7
渉,名詞,7
陰,名詞,7
ゆうべ,名詞,7
かんじょう,名詞,7
酔う,動詞,7
うの,名詞,7
くちい,形容詞,7
出口,名詞,7
いくつ,名詞,7
看板,名詞,7
白樺,名詞,7
盛岡,名詞,7
ともす,動詞,7
消す,動詞,7
説明,名詞,7
割,名詞,7
蹄,名詞,7
ひゃく,名詞,7
カイロ,名詞,7
立ち,名詞,7
酸,名詞,7
見つける,動詞,7
牧場,名詞,7
たしか,副詞,7
すり,名詞,7
翔ける,動詞,7
つぶす,動詞,7
解く,動詞,7
教授,名詞,7
残念,名詞,7
瓔珞,名詞,7
怒鳴る,動詞,7
つい,副詞,7
純,接頭詞,7
税務署,名詞,7
はな,名詞,7
ちやう,名詞,7
無くなる,動詞,7
付く,動詞,7
あおか,名詞,7
兵,名詞,7
なるべく,副詞,7
笊森,名詞,7
ばか,接頭詞,7
恋,名詞,7
落ち,名詞,7
つぎ,名詞,7
よどむ,動詞,7
ぼろぼろ,名詞,7
完成,名詞,6
魚屋,名詞,6
ガタガタ,名詞,6
様子,名詞,6
マッチ,名詞,6
たいまつ,名詞,6
パイプ,名詞,6
うすぐろい,形容詞,6
かたまる,動詞,6
来,接頭詞,6
音楽,名詞,6
粍,名詞,6
気味,名詞,6
少佐,名詞,6
必ず,副詞,6
賢い,形容詞,6
軍隊,名詞,6
にせる,動詞,6
きつい,形容詞,6
滑,名詞,6
奇,名詞,6
ぶつぶつ,副詞,6
通り過ぎる,動詞,6
溶ける,動詞,6
合掌,名詞,6
次郎,名詞,6
庄助,名詞,6
葉巻,名詞,6
初,接頭詞,6
人人,名詞,6
編む,動詞,6
舞,名詞,6
太鼓,名詞,6
ってな,助詞,6
野ばら,名詞,6
信者,名詞,6
ちかい,形容詞,6
離,名詞,6
何せ,副詞,6
すうっ,副詞,6
實,名詞,6
研究,名詞,6
ござる,動詞,6
完全,名詞,6
中横,名詞,6
黄ばむ,動詞,6
小便,名詞,6
まっ暗,名詞,6
なぐりつける,動詞,6
防ぐ,動詞,6
引きあげる,動詞,6
恐れる,動詞,6
しんしん,副詞,6
浄,名詞,6
菓子,名詞,6
さわぐ,動詞,6
鳴き,名詞,6
いとう,名詞,6
舞台,名詞,6
かく,副詞,6
包,名詞,6
堺,名詞,6
指す,動詞,6
あんばい,名詞,6
やせる,動詞,6
示す,動詞,6
空想,名詞,6
癖,名詞,6
死,名詞,6
ほそい,形容詞,6
やや,副詞,6
ふくらせる,動詞,6
昇,名詞,6
覚,名詞,6
索,名詞,6
損,名詞,6
たて,名詞,6
せみ,名詞,6
許嫁,名詞,6
まるめる,動詞,6
鎌,名詞,6
梯形,名詞,6
いぬ,名詞,6
嘴,名詞,6
妻,名詞,6
牛乳,名詞,6
サラサラ,副詞,6
ほうび,名詞,6
燐光,名詞,6
なんとも,副詞,6
すすむ,動詞,6
ためいき,名詞,6
まこと,名詞,6
オリオン,名詞,6
すんで,名詞,6
おとなしい,形容詞,6
わくわく,副詞,6
おっ,感動詞,6
聖,名詞,6
くじら,名詞,6
考え,名詞,6
覚悟,名詞,6
感じる,動詞,6
誰か,名詞,6
うえる,動詞,6
沈む,動詞,6
やける,動詞,6
いやがる,動詞,6
射す,動詞,6
首尾,名詞,6
おかげ,名詞,6
もうこ,名詞,6
きえる,動詞,6
すこしも,副詞,6
だき,名詞,6
きき,名詞,6
しっし,名詞,6
出掛ける,動詞,6
取り,名詞,6
一昨日,名詞,6
あっ,感動詞,6
が,接続詞,6
出ろ,名詞,6
壊れる,動詞,6
むしろ,名詞,6
機械,名詞,6
如来,名詞,6
成分,名詞,6
調べる,動詞,6
もぐり込む,動詞,6
毎年,名詞,6
けんじる,動詞,6
思い切る,動詞,6
母親,名詞,6
飼う,動詞,6
ずるい,形容詞,6
殿,名詞,6
蟇,名詞,6
学,名詞,6
見おろす,動詞,6
教育,名詞,6
源,名詞,6
回,名詞,6
自由,名詞,6
マジック,名詞,6
ないし,接続詞,6
坊さん,名詞,6
たって,副詞,6
腐植,名詞,6
閉じる,動詞,6
円光,名詞,6
かさかさ,副詞,6
生産,名詞,6
見当,名詞,6
すがる,名詞,6
麓,名詞,6
個性,名詞,6
臆病,名詞,6
いが,名詞,6
短い,形容詞,6
タン,名詞,6
袴,名詞,6
何で,副詞,6
にらみつける,動詞,6
石炭,名詞,6
ちくしょう,名詞,6
厩,名詞,6
朝日,名詞,6
山谷,名詞,6
ふんばる,動詞,6
丸太,名詞,6
次長,名詞,6
すら,助詞,6
ひび,名詞,6
葉書,名詞,6
重苦しい,形容詞,6
気取る,動詞,6
なく,動詞,6
拾,名詞,6
ますます,副詞,6
暫し,副詞,6
おわる,動詞,6
つくづく,副詞,6
宿,名詞,6
ポイント,名詞,6
ぜん,名詞,6
たね,名詞,6
農場,名詞,6
知らせる,動詞,6
みっともない,形容詞,6
ほほ,副詞,6
鯨,名詞,6
武,名詞,6
想,名詞,6
地平線,名詞,6
籾,名詞,6
連れ出す,動詞,6
いそ,名詞,6
力いっぱい,副詞,6
鳥かご,名詞,6
生,接頭詞,6
稗,名詞,6
藤,名詞,6
こずゑ,名詞,6
ふだん,名詞,6
少,接頭詞,6
雫石,名詞,6
る,動詞,6
とたん,名詞,6
病院,名詞,6
かわら,名詞,6
織る,動詞,6
白光,名詞,6
駆逐,名詞,6
髯,名詞,6
さらう,動詞,6
入,接頭詞,6
水車,名詞,6
折角,副詞,6
いやしい,形容詞,6
事務所,名詞,6
行李,名詞,6
走り,名詞,6
剣舞,名詞,6
意識,名詞,6
縮れる,動詞,6
一心に,副詞,6
くいる,動詞,6
かなう,動詞,6
でも,接続詞,6
地理,名詞,6
札,名詞,6
いまだ,副詞,6
まっしろ,名詞,6
にやにや,副詞,6
だって,接続詞,6
まどう,動詞,6
河童,名詞,6
農具,名詞,6
髪の毛,名詞,6
聯隊,名詞,6
師父,名詞,6
尊,名詞,6
学生,名詞,6
形式,名詞,6
もも,名詞,6
ごろごろ,副詞,6
道具,名詞,6
池,名詞,6
はじける,動詞,6
でこぼこ,名詞,6
顕微鏡,名詞,6
つるつる,副詞,6
そそぐ,動詞,6
かも,名詞,6
大寺,名詞,6
親切,名詞,6
気味が悪い,形容詞,6
ふし,名詞,6
蔓,名詞,6
祭,名詞,6
或は,接続詞,6
なぞ,助詞,6
緑青,名詞,6
驢馬,名詞,6
ご馳走,名詞,6
みなの衆,名詞,6
陰影,名詞,6
食物,名詞,6
原,接頭詞,6
尋常,名詞,6
あたたかい,形容詞,6
てんじょう,名詞,6
僧,名詞,6
ドイツ,名詞,6
畢竟,副詞,6
衣裳,名詞,6
陛下,名詞,6
ついに,副詞,6
とおい,形容詞,6
ねころぶ,動詞,6
しげい,形容詞,6
つぶつぶ,名詞,6
成る,動詞,6
かぶせる,動詞,6
馬鈴薯,名詞,6
家来,名詞,6
更に,副詞,6
着,名詞,6
あく,名詞,6
がり,名詞,6
組合,名詞,6
大急ぎ,名詞,6
飯,名詞,6
からす,動詞,6
児,名詞,6
みそさざい,名詞,6
ピカピカ,副詞,6
そねむ,動詞,6
ふよ,名詞,6
見つかる,動詞,6
流,名詞,6
中学校,名詞,6
戻れる,動詞,6
おんなじ,連体詞,6
しゅう,名詞,6
ざらざら,副詞,6
入り,名詞,6
恋人,名詞,6
午后,名詞,6
いす,名詞,6
来す,動詞,6
芝生,名詞,6
まき,名詞,6
水晶,名詞,6
どちら,名詞,6
叫び,名詞,6
うれる,動詞,6
戸口,名詞,6
果,名詞,6
蚊,名詞,6
びろう,名詞,6
測量,名詞,6
あたりまえ,名詞,6
とげ,名詞,6
たぬき,名詞,6
残,名詞,6
殺る,動詞,6
説教,名詞,6
どっかり,副詞,6
営舎,名詞,6
たいする,動詞,6
白雲,名詞,6
坊主,名詞,6
とび出る,動詞,6
廻,名詞,6
半,接頭詞,6
地獄,名詞,6
ミリ,名詞,6
ごろごろ,名詞,6
分子,名詞,6
こらす,動詞,6
ご苦労,名詞,6
内,接頭詞,6
則,名詞,6
槍,名詞,6
くさび,名詞,6
講義,名詞,6
中軸,名詞,6
濃い,形容詞,6
高,名詞,6
旦那,名詞,6
岩手,名詞,6
市蔵,名詞,6
細長い,形容詞,6
よせる,動詞,6
専門,名詞,6
寺林,名詞,6
ほす,動詞,6
陣羽織,名詞,6
張り,名詞,6
けり,名詞,6
かるい,形容詞,6
ひける,動詞,6
楽隊,名詞,6
ほら,感動詞,6
問,名詞,6
終,名詞,6
刻,名詞,6
枕木,名詞,6
どうじる,動詞,6
川下,名詞,6
山椒,名詞,6
伝,名詞,6
ベン,名詞,6
消,接頭詞,6
一生懸命,名詞,6
れき,名詞,6
いわし,名詞,6
順,名詞,6
社会,名詞,6
のぼり,名詞,6
田圃,名詞,6
普通,名詞,6
吉郎,名詞,6
赤鼻,名詞,6
寂,名詞,6
なめ,名詞,6
たのしい,形容詞,6
よこぎる,動詞,6
ごはん,名詞,6
つぐ,動詞,6
巾,名詞,6
植物,名詞,6
梨,名詞,6
卒業,名詞,6
互に,副詞,6
裏側,名詞,6
さっさと,副詞,6
旗,名詞,6
桐,名詞,6
はた,名詞,6
ちかごろ,副詞,6
はかせ,名詞,6
歓呼,名詞,6
余程,副詞,6
マラソン,名詞,6
おおきい,形容詞,6
ご飯,名詞,6
いっしんに,副詞,6
ばれる,動詞,6
おきあがる,動詞,6
のびる,動詞,6
折,名詞,6
町長,名詞,6
甘藍,名詞,6
軍,名詞,6
なでる,動詞,5
気絶,名詞,5
脂肪,名詞,5
沈澱,名詞,5
来れる,動詞,5
めし,名詞,5
まげて,副詞,5
卓,名詞,5
像,名詞,5
神経,名詞,5
無くす,動詞,5
車輪,名詞,5
こねる,動詞,5
いちどに,副詞,5
おきる,動詞,5
今宵,名詞,5
ご用,名詞,5
直立,名詞,5
吹きとばす,動詞,5
檻,名詞,5
くるう,動詞,5
さいわい,名詞,5
納める,動詞,5
木炭,名詞,5
異,名詞,5
せく,動詞,5
お湯,名詞,5
ラッパ,名詞,5
切符,名詞,5
報告,名詞,5
割合,名詞,5
退る,動詞,5
曰く,名詞,5
雁,名詞,5
こなし,名詞,5
油煙,名詞,5
格言,名詞,5
増す,動詞,5
とかす,動詞,5
昆布,名詞,5
仮面,名詞,5
キイ,名詞,5
あむ,動詞,5
暖,名詞,5
よごす,動詞,5
ひるがえす,動詞,5
いえ,感動詞,5
お,感動詞,5
必要,名詞,5
妙法,名詞,5
いきる,動詞,5
加減,名詞,5
突然,副詞,5
縄,名詞,5
はずす,動詞,5
坊ちゃん,名詞,5
提,名詞,5
紀元前,名詞,5
喧嘩,名詞,5
たもと,名詞,5
いよよ,副詞,5
中佐,名詞,5
つば,名詞,5
限り,名詞,5
棘,名詞,5
税金,名詞,5
商人,名詞,5
掛ける,動詞,5
不,接頭詞,5
いつの間にか,副詞,5
たらしい,形容詞,5
冗談,名詞,5
やけ,名詞,5
こげる,動詞,5
判る,動詞,5
われる,動詞,5
かおり,名詞,5
倒す,動詞,5
そろりと,副詞,5
秒,名詞,5
天才,名詞,5
空く,動詞,5
ころころ,副詞,5
蜜,名詞,5
たぶん,副詞,5
キラキラ,副詞,5
えらぶ,動詞,5
わっ,副詞,5
バリカン,名詞,5
ほする,動詞,5
安らか,名詞,5
まぎれる,動詞,5
陥る,動詞,5
比重,名詞,5
しらかば,名詞,5
お爺さん,名詞,5
番兵,名詞,5
ブル,名詞,5
杏,名詞,5
来,名詞,5
凝灰岩,名詞,5
ひそめる,動詞,5
信ずる,動詞,5
養鶏,名詞,5
汚い,形容詞,5
あそこ,名詞,5
機,名詞,5
ひっそり,副詞,5
帽,名詞,5
筏,名詞,5
まちがえる,動詞,5
ちぎれる,動詞,5
むつ,名詞,5
恩,名詞,5
昼,名詞,5
苦,名詞,5
ついては,接続詞,5
汲む,動詞,5
向け,名詞,5
つとめる,動詞,5
会釈,名詞,5
はさむ,動詞,5
数える,動詞,5
樹液,名詞,5
検事,名詞,5
裂く,動詞,5
都会,名詞,5
おして,副詞,5
ひじ,名詞,5
咲,名詞,5
鉢,名詞,5
サンタマリア,名詞,5
つたの,名詞,5
いっこう,副詞,5
ぎょ,感動詞,5
播く,動詞,5
とんぼ,名詞,5
抱く,動詞,5
念,名詞,5
清い,形容詞,5
院,名詞,5
決,名詞,5
衝動,名詞,5
友,名詞,5
はむ,動詞,5
お送り,名詞,5
で,接続詞,5
躍る,動詞,5
かわるがわる,副詞,5
財布,名詞,5
之,助詞,5
牧舎,名詞,5
あるける,動詞,5
ちぢめる,動詞,5
組み,名詞,5
いやいや,副詞,5
伯父,名詞,5
まゆ,名詞,5
土方,名詞,5
画く,動詞,5
ぴんと,副詞,5
傷,名詞,5
少年,名詞,5
たたかう,動詞,5
糧,名詞,5
ベル,名詞,5
ばつ,名詞,5
左手,名詞,5
たたきつける,動詞,5
厳しい,形容詞,5
ぐわい,名詞,5
正面,名詞,5
下手,名詞,5
方向,名詞,5
毎晩,名詞,5
なあに,感動詞,5
叶,名詞,5
僕ら,名詞,5
引つる,動詞,5
了,名詞,5
電報,名詞,5
教員,名詞,5
冴,名詞,5
尽す,動詞,5
わびる,動詞,5
フッ,副詞,5
香水,名詞,5
循環,名詞,5
伏,名詞,5
縛,名詞,5
さっそく,副詞,5
沿う,動詞,5
にかけ,助詞,5
活動,名詞,5
申しあげる,動詞,5
鉄槌,名詞,5
切れ,名詞,5
立,名詞,5
窪,名詞,5
せんする,動詞,5
蒼い,形容詞,5
止む,動詞,5
尚,接続詞,5
しくしく,副詞,5
亜鉛,名詞,5
十一月,名詞,5
威,名詞,5
さばく,動詞,5
にくい,形容詞,5
くじ,名詞,5
ばり,名詞,5
始終,副詞,5
もじもじ,副詞,5
突貫,名詞,5
自身,名詞,5
暮,名詞,5
幸,名詞,5
騎兵,名詞,5
早口,名詞,5
受けとる,動詞,5
間違う,動詞,5
すごい,形容詞,5
けど,助詞,5
罐,名詞,5
いとこ,名詞,5
追いかける,動詞,5
つう,名詞,5
ちっと,副詞,5
けす,動詞,5
物凄い,形容詞,5
峡,名詞,5
つかえる,動詞,5
ちか,名詞,5
廊下,名詞,5
くるり,副詞,5
加,名詞,5
むすぶ,動詞,5
拝む,動詞,5
竹,名詞,5
うぐいす,名詞,5
ふとい,形容詞,5
登,名詞,5
どける,動詞,5
もろ,名詞,5
覆る,動詞,5
まんなか,名詞,5
碍子,名詞,5
夜明け,名詞,5
窪地,名詞,5
こんにちは,感動詞,5
山羊,名詞,5
鷲,名詞,5
懸る,動詞,5
ちら,副詞,5
祭り,名詞,5
いかめしい,形容詞,5
創る,動詞,5
きば,名詞,5
阿部,名詞,5
うかべる,動詞,5
外す,動詞,5
貝殻,名詞,5
さすが,副詞,5
ぶつ,名詞,5
かっと,副詞,5
顔つき,名詞,5
あんしん,名詞,5
けし,名詞,5
歳,名詞,5
あっと,副詞,5
御,接頭詞,5
まり,名詞,5
新聞紙,名詞,5
息子,名詞,5
がたっと,副詞,5
一言,名詞,5
ひろい,形容詞,5
要,名詞,5
ひめる,動詞,5
へっ,感動詞,5
生意気,名詞,5
試験,名詞,5
拵える,動詞,5
串,名詞,5
束,名詞,5
チラチラ,副詞,5
十分,名詞,5
難儀,名詞,5
鶯,名詞,5
次に,副詞,5
ゆき,名詞,5
浮く,動詞,5
眉,名詞,5
改めて,副詞,5
竜騎兵,名詞,5
屍,名詞,5
じつは,副詞,5
黒雲,名詞,5
いい加減,名詞,5
磨,名詞,5
仙人,名詞,5
どかどか,副詞,5
退場,名詞,5
かんばしい,形容詞,5
しげしげ,副詞,5
檜,名詞,5
星座,名詞,5
いちょう,名詞,5
曹長,名詞,5
技手,名詞,5
ひらける,動詞,5
にがい,形容詞,5
逆さ,名詞,5
ひらたい,形容詞,5
せいせい,名詞,5
とろい,形容詞,5
工兵,名詞,5
そういう,連体詞,5
お日様,名詞,5
論じる,動詞,5
ズック,名詞,5
現,接頭詞,5
提灯,名詞,5
そく,名詞,5
ばる,動詞,5
盛ん,名詞,5
端,名詞,5
責める,動詞,5
立て,名詞,5
漢,名詞,5
ガサガサ,名詞,5
トロ,名詞,5
蝋,名詞,5
入,名詞,5
棄てる,動詞,5
表情,名詞,5
乾かす,動詞,5
先頃,名詞,5
澱,名詞,5
下向き,名詞,5
子,接頭詞,5
十字架,名詞,5
続き,名詞,5
文句,名詞,5
だが,接続詞,5
安山岩,名詞,5
けれど,接続詞,5
蜘蛛,名詞,5
昇る,動詞,5
高,接頭詞,5
向う側,名詞,5
北斗七星,名詞,5
風呂敷,名詞,5
こんぶ,名詞,5
勿論,副詞,5
ふとる,動詞,5
とうとい,形容詞,5
高田,名詞,5
糞,名詞,5
童話,名詞,5
祭司,名詞,5
殊に,副詞,5
そろう,動詞,5
よいしょ,感動詞,5
役,名詞,5
晶,名詞,5
こわごわ,副詞,5
あんず,名詞,5
靴下,名詞,5
軽べつ,名詞,5
矢印,名詞,5
とぼける,動詞,5
ぼつ,名詞,5
カサカサ,名詞,5
員,名詞,5
幅,名詞,5
しな,名詞,5
休み,名詞,5
払う,動詞,5
並,名詞,5
お待ち,名詞,5
布,名詞,5
リトマス,名詞,5
さかん,名詞,5
ことし,名詞,5
教壇,名詞,5
雑木,名詞,5
医師,名詞,5
甲虫,名詞,5
舞踊,名詞,5
花火,名詞,5
手早い,形容詞,5
乃至,接続詞,5
なぎさ,名詞,5
貸す,動詞,5
模型,名詞,5
伊佐,名詞,5
ちぎる,動詞,5
亙る,動詞,5
呼吸,名詞,5
ナイフ,名詞,5
紋,名詞,5
所有,名詞,5
ぐちゃぐちゃ,副詞,5
なんど,名詞,5
せいす,動詞,5
はて,副詞,5
行き,名詞,5
なぁ,助詞,5
精神,名詞,5
目的,名詞,5
可能,名詞,5
明,名詞,5
飛ばす,動詞,5
湧く,動詞,5
竿,名詞,5
投げ込む,動詞,5
わり,名詞,5
味噌,名詞,5
うど,名詞,5
家族,名詞,5
おぼれる,動詞,5
暇,名詞,5
胃,名詞,5
おととい,名詞,5
婆,名詞,5
ひそひそ,副詞,5
丁寧,名詞,5
大学,名詞,5
菜っ葉,名詞,5
胴,名詞,5
よお,感動詞,5
あめる,動詞,5
もう一度,副詞,5
願う,動詞,5
勝つ,動詞,5
届く,動詞,5
付き,名詞,5
泊る,動詞,5
盤,名詞,5
置ける,動詞,5
穹窿,名詞,5
枕,名詞,5
書ける,動詞,5
カマ,名詞,5
かすむ,動詞,5
唐鍬,名詞,5
炭酸,名詞,5
青む,動詞,5
ブリキ,名詞,5
承諾,名詞,5
育つ,動詞,5
最後,名詞,5
たける,動詞,4
后,名詞,4
建築,名詞,4
もつ,名詞,4
お世話,名詞,4
むだ,名詞,4
たとえば,接続詞,4
結果,名詞,4
鮭,名詞,4
女王,名詞,4
塊,名詞,4
針金,名詞,4
たづ,名詞,4
かなづち,名詞,4
ふたたび,副詞,4
空地,名詞,4
杖,名詞,4
勇ましい,形容詞,4
むくむく,副詞,4
ところで,接続詞,4
ふうん,感動詞,4
みぞ,名詞,4
入ろう,名詞,4
どの,名詞,4
柄,名詞,4
交際,名詞,4
洋服,名詞,4
不断,名詞,4
ついてる,動詞,4
畔,名詞,4
お金,名詞,4
われと,副詞,4
ずっと,副詞,4
よし,感動詞,4
下等,名詞,4
正方形,名詞,4
一瞬,名詞,4
盛,名詞,4
言える,動詞,4
榾,名詞,4
しめ,名詞,4
クス,名詞,4
景,名詞,4
済す,動詞,4
兵士,名詞,4
このごろ,名詞,4
終わる,動詞,4
舎,名詞,4
蛋白,名詞,4
ゆか,名詞,4
双,名詞,4
奉る,動詞,4
背中,名詞,4
灼く,動詞,4
式場,名詞,4
稲田,名詞,4
蒼白,名詞,4
がさ,名詞,4
旅行,名詞,4
いくらか,副詞,4
ひらに,副詞,4
君子,名詞,4
登場,名詞,4
切り,名詞,4
うなじ,名詞,4
まつの,名詞,4
かきむしる,動詞,4
こうしょう,名詞,4
ひだり,名詞,4
笑い声,名詞,4
拾う,動詞,4
演壇,名詞,4
決心,名詞,4
うつむく,動詞,4
堂,名詞,4
いたずら,名詞,4
真,接頭詞,4
おれる,動詞,4
鮒,名詞,4
つみ,名詞,4
はがれる,動詞,4
つり,名詞,4
ひたす,動詞,4
諸氏,名詞,4
やどる,動詞,4
ねん,助詞,4
清,名詞,4
独,名詞,4
なまず,名詞,4
學,名詞,4
こんち,名詞,4
もっとも,名詞,4
くるしい,形容詞,4
帰す,動詞,4
みき,名詞,4
陸稲,名詞,4
さえる,動詞,4
往く,動詞,4
十字,名詞,4
さし,名詞,4
つどう,動詞,4
繰り返す,動詞,4
文化,名詞,4
ガンジス,名詞,4
くっきり,副詞,4
かわせみ,名詞,4
いくらでも,副詞,4
すける,動詞,4
羅,名詞,4
いじる,動詞,4
足音,名詞,4
いまや,副詞,4
点呼,名詞,4
澱粉,名詞,4
感じ,名詞,4
なお,副詞,4
有本,名詞,4
規律,名詞,4
棲む,動詞,4
剥げる,動詞,4
意気地,名詞,4
砥石,名詞,4
かけまわる,動詞,4
いからせる,動詞,4
ドキッと,副詞,4
からい,形容詞,4
にとって,助詞,4
葛,名詞,4
料,名詞,4
盗む,動詞,4
