token,pos,frequency
長,接頭詞,6
自嘲,名詞,6
とうとい,形容詞,6
ふたつ,名詞,6
素朴,名詞,6
あおざめる,動詞,6
すぐさま,副詞,6
さき子,名詞,6
適切,名詞,6
たかる,動詞,6
した,名詞,6
まごまご,名詞,6
股,名詞,6
寺林,名詞,6
手首,名詞,6
ととのう,動詞,6
ずい,名詞,6
謹賀,名詞,6
宿直,名詞,6
ただし,接続詞,6
楽隊,名詞,6
苦悶,名詞,6
けしからん,名詞,6
独自,名詞,6
はねとばす,動詞,6
合す,動詞,6
引き受ける,動詞,6
ぬるい,形容詞,6
小指,名詞,6
煙管,名詞,6
いやす,動詞,6
生長,名詞,6
だるま,名詞,6
陳腐,名詞,6
不可,名詞,6
あくせく,名詞,6
にわたる,助詞,6
現状,名詞,6
生み,名詞,6
なぐさめる,動詞,6
リュックサック,名詞,6
羽織る,動詞,6
はかせ,名詞,6
投票,名詞,6
いっしんに,副詞,6
おばさん,名詞,6
詳しい,形容詞,6
胃袋,名詞,6
滅亡,名詞,6
かかる,連体詞,6
てか,接続詞,6
魚屋,名詞,6
両人,名詞,6
すなわち,副詞,6
本当は,副詞,6
お答え,名詞,6
フライ,名詞,6
粍,名詞,6
圭吾,名詞,6
賢い,形容詞,6
徘徊,名詞,6
鸚鵡,名詞,6
くぼむ,動詞,6
予想,名詞,6
手本,名詞,6
庄助,名詞,6
いつのまにか,副詞,6
語り,名詞,6
さぐる,動詞,6
弄,名詞,6
前者,名詞,6
人人,名詞,6
干る,動詞,6
達者,名詞,6
余る,動詞,6
こなす,動詞,6
一隅,名詞,6
がめ,名詞,6
言い方,名詞,6
秋風,名詞,6
諸氏,名詞,6
囚,名詞,6
中横,名詞,6
暖,名詞,6
柏木,名詞,6
泳ぎ,名詞,6
まんまと,副詞,6
めまい,名詞,6
嫉妬,名詞,6
昼寝,名詞,6
取り戻す,動詞,6
共,接頭詞,6
抱擁,名詞,6
多大,名詞,6
そちら,名詞,6
あずける,動詞,6
ガ,名詞,6
刈,名詞,6
駒下駄,名詞,6
中味,名詞,6
今更,副詞,6
しおれる,動詞,6
何某,名詞,6
発車,名詞,6
梯形,名詞,6
霞,名詞,6
なす,名詞,6
ふろしき,名詞,6
もの憂い,形容詞,6
お便り,名詞,6
オリオン,名詞,6
頻る,動詞,6
母屋,名詞,6
王者,名詞,6
独特,名詞,6
くじら,名詞,6
項,名詞,6
通俗,名詞,6
軽,名詞,6
憤る,動詞,6
長者,名詞,6
上半身,名詞,6
皮肉,名詞,6
無残,名詞,6
鎌倉,名詞,6
あずき,名詞,6
しっし,名詞,6
きづかう,動詞,6
つらなる,動詞,6
はこぶ,動詞,6
呉服,名詞,6
女人,名詞,6
如来,名詞,6
災難,名詞,6
石段,名詞,6
かさねる,動詞,6
乗り,名詞,6
末席,名詞,6
荒す,動詞,6
すくう,動詞,6
ふりむく,動詞,6
遊覧,名詞,6
肖る,動詞,6
筆法,名詞,6
撰,名詞,6
何等,名詞,6
会場,名詞,6
掠る,動詞,6
都度,名詞,6
飛び出る,動詞,6
澱む,動詞,6
山谷,名詞,6
教員,名詞,6
命中,名詞,6
装,名詞,6
笑いかける,動詞,6
神妙,名詞,6
過ぎ,名詞,6
にあたって,助詞,6
かめ,名詞,6
切れ,名詞,6
ばなし,名詞,6
汽船,名詞,6
広,接頭詞,6
武,名詞,6
おしっこ,名詞,6
未完,名詞,6
探偵,名詞,6
鳥かご,名詞,6
万一,副詞,6
人力車,名詞,6
人種,名詞,6
うらら,名詞,6
おける,動詞,6
砂丘,名詞,6
力む,動詞,6
にぶい,形容詞,6
名主,名詞,6
体裁,名詞,6
年少,名詞,6
剣舞,名詞,6
縮れる,動詞,6
ロマネスク,名詞,6
矢先,名詞,6
然るべき,連体詞,6
雑巾,名詞,6
書き写す,動詞,6
ヘロイン,名詞,6
退却,名詞,6
おぞい,形容詞,6
何かしら,名詞,6
賣れる,動詞,6
栄誉,名詞,6
時節,名詞,6
やれやれ,感動詞,6
肱,名詞,6
乗客,名詞,6
たげる,動詞,6
もろもろ,名詞,6
書き記す,動詞,6
川柳,名詞,6
病身,名詞,6
腫物,名詞,6
つぶつぶ,名詞,6
心臓,名詞,6
美容,名詞,6
下着,名詞,6
手際,名詞,6
かんばしい,形容詞,6
技手,名詞,6
戻れる,動詞,6
独歩,名詞,6
いっぺん,名詞,6
智識,名詞,6
採る,動詞,6
腰掛け,名詞,6
接触,名詞,6
筒,名詞,6
へす,動詞,6
営舎,名詞,6
彩,名詞,6
詞,名詞,6
ぷりぷり,副詞,6
とろとろ,副詞,6
ちらす,動詞,6
和解,名詞,6
告別,名詞,6
こわがる,動詞,6
聖人,名詞,6
靴下,名詞,6
継,名詞,6
真相,名詞,6
女工,名詞,6
陣羽織,名詞,6
ともだち,名詞,6
たたえる,動詞,6
朝顔,名詞,6
声援,名詞,6
驚嘆,名詞,6
追いつく,動詞,6
山椒,名詞,6
ベン,名詞,6
はて,副詞,6
悲鳴,名詞,6
パンツ,名詞,6
吉郎,名詞,6
赤鼻,名詞,6
寂,名詞,6
解散,名詞,6
過言,名詞,6
呑気,名詞,6
御返事,名詞,6
ふやける,動詞,6
春夫,名詞,6
靜,名詞,6
巾,名詞,6
往復,名詞,6
進呈,名詞,6
ひっこめる,動詞,6
秩序,名詞,6
熱烈,名詞,6
はずみ,名詞,6
安,接頭詞,6
歓呼,名詞,6
余念,名詞,6
どきどき,名詞,6
さだめし,副詞,6
ブリキ,名詞,6
障る,動詞,6
翌年,名詞,6
ダメ,名詞,6
あらわ,名詞,6
女史,名詞,6
増,名詞,6
贋物,名詞,6
料簡,名詞,6
著述,名詞,6
ゆでる,動詞,6
お子さん,名詞,6
よしや,副詞,6
思い立つ,動詞,6
玉子,名詞,6
待合室,名詞,6
アッツ,名詞,6
さては,副詞,6
気違い,名詞,6
未知,名詞,6
カフェ,名詞,6
時折,名詞,6
畏敬,名詞,6
考え直す,動詞,6
突き刺す,動詞,6
すうっ,副詞,6
つみ,名詞,6
披露,名詞,6
派出,名詞,6
とらわれる,動詞,6
筆者,名詞,6
気高い,形容詞,6
魯迅,名詞,6
浄,名詞,6
揚る,動詞,6
井の頭公園,名詞,6
紀元前,名詞,6
叫喚,名詞,6
面白味,名詞,6
津島,名詞,6
ふくらせる,動詞,6
液,名詞,6
よそおう,動詞,6
途端,名詞,6
童,名詞,6
松山,名詞,6
太古,名詞,6
失格,名詞,6
揚句,名詞,6
持主,名詞,6
ほうび,名詞,6
殴れる,動詞,6
たまたま,副詞,6
ひょっこり,副詞,6
片足,名詞,6
弁慶,名詞,6
越し,名詞,6
真黒,名詞,6
反す,動詞,6
吸いこむ,動詞,6
雑煮,名詞,6
診断,名詞,6
一身,名詞,6
華族,名詞,6
つくり,名詞,6
肴,名詞,6
たとへば,接続詞,6
それ程,副詞,6
会議,名詞,6
古びる,動詞,6
蝉,名詞,6
のどか,名詞,6
タン,名詞,6
もれる,動詞,6
揺る,動詞,6
みなみ,名詞,6
次長,名詞,6
いい気,名詞,6
かくい,形容詞,6
殊更,副詞,6
商,名詞,6
構え,名詞,6
シズエ,名詞,6
感化,名詞,6
こうじる,動詞,6
狐火,名詞,6
おごそか,名詞,6
籾,名詞,6
もらえる,動詞,6
ねじ,名詞,6
こずゑ,名詞,6
はけ,名詞,6
雫石,名詞,6
断然,副詞,6
酔いどれ,名詞,6
くさり,名詞,6
生息,名詞,6
夕日,名詞,6
色男,名詞,6
飯場,名詞,6
迷信,名詞,6
好い加減,名詞,6
よし,名詞,6
よみがえる,動詞,6
貴い,形容詞,6
彷徨,名詞,6
はえる,動詞,6
河童,名詞,6
宰相,名詞,6
ちょうだい,名詞,6
文字どおり,名詞,6
積り,名詞,6
はだける,動詞,6
芥川,名詞,6
はじける,動詞,6
食い,名詞,6
ののしる,動詞,6
ふとした,連体詞,6
平面,名詞,6
尋,名詞,6
快い,形容詞,6
顛倒,名詞,6
近,接頭詞,6
社員,名詞,6
改造,名詞,6
もつれる,動詞,6
馬鈴薯,名詞,6
動き,名詞,6
多,接頭詞,6
くぎ,名詞,6
がり,名詞,6
あおい,名詞,6
そねむ,動詞,6
問答,名詞,6
しげしげ,副詞,6
急行,名詞,6
堪へる,動詞,6
お昼,名詞,6
けろりと,副詞,6
無慙,名詞,6
嫁さん,名詞,6
峰,名詞,6
切り離す,動詞,6
衞,名詞,6
ひからびる,動詞,6
只今,名詞,6
出入,名詞,6
こんぶ,名詞,6
住,名詞,6
とび出る,動詞,6
濁り,名詞,6
端艇,名詞,6
融,名詞,6
中軸,名詞,6
たしなむ,動詞,6
異なる,動詞,6
論文,名詞,6
こまやか,名詞,6
金貨,名詞,6
つまびらか,名詞,6
須永,名詞,6
ありふれる,動詞,6
おめでとう,感動詞,6
半生,名詞,6
栓,名詞,6
御者,名詞,6
いいつける,動詞,6
模型,名詞,6
枕木,名詞,6
見出す,動詞,6
板の間,名詞,6
宿る,動詞,6
客人,名詞,6
徹底,名詞,6
寄席,名詞,6
すやすや,副詞,6
お呼び,名詞,6
おぼれる,動詞,6
母堂,名詞,6
つぼみ,名詞,6
いつの間に,副詞,6
どぎまぎ,名詞,6
たせる,動詞,6
ご飯,名詞,6
湛,名詞,6
おきあがる,動詞,6
光明,名詞,6
無筆,名詞,6
満ちる,動詞,6
凝視,名詞,6
浪費,名詞,6
やくざ,名詞,6
甘藍,名詞,6
気絶,名詞,6
錯覚,名詞,6
ガタガタ,名詞,6
卿,名詞,6
平岡,名詞,6
よこたわる,動詞,6
貴公子,名詞,6
むらがる,動詞,6
絶叫,名詞,6
どの,名詞,6
人気,名詞,6
少佐,名詞,6
署名,名詞,6
そわそわ,副詞,6
志功,名詞,6
いちどに,副詞,6
膝頭,名詞,6
ひわい,名詞,6
ねたましい,形容詞,6
たしなめる,動詞,6
くすり,名詞,6
捏造,名詞,6
木炭,名詞,6
当,接頭詞,6
附近,名詞,6
ジャン,名詞,6
戦う,動詞,6
野ばら,名詞,6
ごうまん,名詞,6
法螺,名詞,6
殊勝,名詞,6
接吻,名詞,6
夢みる,動詞,6
なにげない,形容詞,6
こんち,名詞,6
どんと,副詞,6
替る,動詞,6
尤も,名詞,6
建,名詞,6
くっきり,副詞,6
たんす,名詞,6
適,名詞,6
漢学,名詞,6
実験,名詞,6
益,名詞,6
演ずる,動詞,6
いただき,名詞,6
多分,名詞,6
神学,名詞,6
けんめい,名詞,6
燐光,名詞,6
多勢,名詞,6
怪談,名詞,6
まどろむ,動詞,6
非礼,名詞,6
しかしながら,接続詞,6
阿る,動詞,6
しか,名詞,6
宣告,名詞,6
昼夜,名詞,6
公然,副詞,6
寮生,名詞,6
に対し,助詞,6
趣き,名詞,6
亭,名詞,6
そうした,連体詞,6
きじ,名詞,6
ぶっつける,動詞,6
ピン,副詞,6
一貫,名詞,6
罪悪,名詞,6
力士,名詞,6
健,名詞,6
検査,名詞,6
日当り,名詞,6
経歴,名詞,6
けだし,副詞,6
櫂,名詞,6
帆,名詞,6
病む,動詞,6
ちぎれる,動詞,6
イヤ,名詞,6
わが子,名詞,6
成分,名詞,6
強がる,動詞,6
年代,名詞,6
状況,名詞,6
蟇,名詞,6
あからめる,動詞,6
くめる,動詞,6
どうどう,副詞,6
祖先,名詞,6
ねばる,動詞,6
どっしり,副詞,6
腐植,名詞,6
生産,名詞,6
なべ,名詞,6
その,フィラー,6
著,名詞,6
郷土,名詞,6
海水,名詞,6
そよぐ,動詞,6
消極,名詞,6
引受ける,動詞,6
後日,名詞,6
厩,名詞,6
新刊,名詞,6
目標,名詞,6
治る,動詞,6
ひとえに,副詞,6
さながら,副詞,6
通人,名詞,6
交番,名詞,6
憂う,動詞,6
輝,名詞,6
窪,名詞,6
胡瓜,名詞,6
骨董,名詞,6
喜怒哀楽,名詞,6
もつとも,副詞,6
討つ,動詞,6
平手,名詞,6
俗人,名詞,6
締める,動詞,6
こうした,連体詞,6
もと,接頭詞,6
駆逐,名詞,6
一雄,名詞,6
野望,名詞,6
いくじ,名詞,6
積極,名詞,6
危く,名詞,6
害す,動詞,6
農具,名詞,6
風俗,名詞,6
きたならしい,形容詞,6
能書,名詞,6
師父,名詞,6
そもそも,接続詞,6
さる,名詞,6
分量,名詞,6
いかめしい,形容詞,6
一心,名詞,6
高価,名詞,6
御用,名詞,6
仇,名詞,6
仮名,名詞,6
充分,副詞,6
醜態,名詞,6
除く,動詞,6
雑魚寝,名詞,6
みなの衆,名詞,6
言い聞かせる,動詞,6
鉱山,名詞,6
どっさり,副詞,6
志願,名詞,6
栄,名詞,6
地上,名詞,6
かりに,副詞,6
やっつける,動詞,6
黒雲,名詞,6
劇場,名詞,6
日頃,名詞,6
みそさざい,名詞,6
護る,動詞,6
冷笑,名詞,6
すがすがしい,形容詞,6
午后,名詞,6
飲みほす,動詞,6
そそくさ,副詞,6
蒲焼,名詞,6
ズック,名詞,6
混雑,名詞,6
金子,名詞,6
趨勢,名詞,6
どっかり,副詞,6
芋,名詞,6
変じる,動詞,6
実体,名詞,6
素材,名詞,6
横丁,名詞,6
ふろ,名詞,6
ほとり,名詞,6
ミリ,名詞,6
尽く,副詞,6
ご苦労,名詞,6
明確,名詞,6
修繕,名詞,6
おのおの,副詞,6
岩手,名詞,6
忘却,名詞,6
えがく,動詞,6
あっけ,名詞,6
且つ,副詞,6
至極,副詞,6
刑罰,名詞,6
なぎさ,名詞,6
風流,名詞,6
またまた,副詞,6
指導,名詞,6
亙る,動詞,6
合唱,名詞,6
ついで,副詞,6
不親切,名詞,6
せいす,動詞,6
ナンセンス,名詞,6
かたは,名詞,6
すくむ,動詞,6
面す,動詞,6
在来,名詞,6
れき,名詞,6
名案,名詞,6
吹聴,名詞,6
手足,名詞,6
譜,名詞,6
物事,名詞,6
すまう,動詞,6
みつめる,動詞,6
謙譲,名詞,6
係り,名詞,6
借金,名詞,6
紅い,形容詞,6
長屋,名詞,6
丹念,名詞,6
まちがい,名詞,6
もつ,名詞,5
いせる,動詞,5
いろは,名詞,5
煙る,動詞,5
近頃,副詞,5
まげて,副詞,5
勇ましい,形容詞,5
ジャケツ,名詞,5
駿河台,名詞,5
主眼,名詞,5
飛び下りる,動詞,5
生真面目,名詞,5
副,接頭詞,5
省略,名詞,5
纏綿,名詞,5
ゆか,名詞,5
さらば,感動詞,5
懸ける,動詞,5
ゆるぐ,動詞,5
苺,名詞,5
すらすら,副詞,5
ぷんと,副詞,5
しごく,副詞,5
貧,名詞,5
年下,名詞,5
ラッパ,名詞,5
楽器,名詞,5
脚気,名詞,5
取り去る,動詞,5
白衣,名詞,5
うっかり,名詞,5
やどる,動詞,5
主客,名詞,5
油煙,名詞,5
とかす,動詞,5
インク,名詞,5
講,名詞,5
帰す,動詞,5
かたびら,名詞,5
通読,名詞,5
膏,名詞,5
しこう,名詞,5
大晦日,名詞,5
売り物,名詞,5
煮えたぎる,動詞,5
手巾,名詞,5
強いる,動詞,5
解ける,動詞,5
つながる,動詞,5
妙法,名詞,5
腎臓,名詞,5
ふわふわ,副詞,5
見せつける,動詞,5
主筆,名詞,5
しらじらしい,形容詞,5
告,名詞,5
棘,名詞,5
佐久間,名詞,5
季,名詞,5
こだわり,名詞,5
気質,名詞,5
休憩,名詞,5
おつもり,名詞,5
そろりと,副詞,5
あさって,名詞,5
合わせる,動詞,5
わいわい,副詞,5
朽ちる,動詞,5
は種,名詞,5
繰りかえす,動詞,5
風采,名詞,5
酸鼻,名詞,5
罰する,動詞,5
繋,名詞,5
ヒント,名詞,5
鬢,名詞,5
南無阿弥陀仏,名詞,5
養鶏,名詞,5
本望,名詞,5
ぬらす,動詞,5
いつしか,副詞,5
古く,副詞,5
現世,名詞,5
ほぼ,副詞,5
べつだん,副詞,5
当初,名詞,5
まちがえる,動詞,5
被害,名詞,5
今に,副詞,5
はと,名詞,5
梯子,名詞,5
よけい,名詞,5
浴場,名詞,5
つっ込む,動詞,5
帖,名詞,5
撤回,名詞,5
静まる,動詞,5
っ子,名詞,5
帰京,名詞,5
たやすい,形容詞,5
生垣,名詞,5
近辺,名詞,5
大津,名詞,5
動ける,動詞,5
煙突,名詞,5
じみる,動詞,5
おしゃべり,名詞,5
いさぎよい,形容詞,5
善人,名詞,5
智慧,名詞,5
用談,名詞,5
異国,名詞,5
仕立てる,動詞,5
信玄,名詞,5
たたむ,動詞,5
固める,動詞,5
燃やす,動詞,5
呼び出す,動詞,5
わせ,名詞,5
扱う,動詞,5
標題,名詞,5
微光,名詞,5
兜,名詞,5
菊松,名詞,5
にちゃにちゃ,副詞,5
形容詞,名詞,5
はみ出す,動詞,5
九つ,名詞,5
紙面,名詞,5
つらねる,動詞,5
華麗,名詞,5
冠者,名詞,5
にかけ,助詞,5
押しつける,動詞,5
風情,名詞,5
生き甲斐,名詞,5
憤慨,名詞,5
密接,名詞,5
汽笛,名詞,5
ふさふさ,副詞,5
亜鉛,名詞,5
真価,名詞,5
ゆがむ,動詞,5
そこなう,動詞,5
家屋,名詞,5
トンネル,名詞,5
コツ,名詞,5
ウメ,名詞,5
古今,名詞,5
正,名詞,5
かてる,動詞,5
加茂,名詞,5
範,名詞,5
撫でる,動詞,5
注射,名詞,5
おもむろに,副詞,5
眠たい,形容詞,5
横顔,名詞,5
ひとつひとつ,名詞,5
ひっこむ,動詞,5
短,接頭詞,5
選び出す,動詞,5
左様,名詞,5
なまる,動詞,5
同断,名詞,5
ぐする,動詞,5
お詫び,名詞,5
審,名詞,5
ぴちゃぴちゃ,副詞,5
碍子,名詞,5
泊める,動詞,5
盲人,名詞,5
所以,名詞,5
阿蘇,名詞,5
みかん,名詞,5
少い,名詞,5
書翰,名詞,5
統,名詞,5
しよう,名詞,5
ともかく,副詞,5
鑑三,名詞,5
何者,名詞,5
禅味,名詞,5
ぽつんと,副詞,5
文藝春秋,名詞,5
おすすめ,名詞,5
鯛,名詞,5
駄洒落,名詞,5
先夜,名詞,5
自白,名詞,5
憂愁,名詞,5
冷汗,名詞,5
竜騎兵,名詞,5
閑却,名詞,5
みづく,動詞,5
蹂躙,名詞,5
幻聴,名詞,5
精力,名詞,5
錯乱,名詞,5
拍子,名詞,5
枚数,名詞,5
真空,名詞,5
成就,名詞,5
ともい,形容詞,5
望見,名詞,5
外界,名詞,5
工兵,名詞,5
真剣,名詞,5
立寄る,動詞,5
文通,名詞,5
乾かす,動詞,5
先頃,名詞,5
縮,名詞,5
下向き,名詞,5
代る,動詞,5
唾,名詞,5
だが,接続詞,5
一休み,名詞,5
無口,名詞,5
果てる,動詞,5
扱く,動詞,5
発生,名詞,5
くるめる,動詞,5
燗,名詞,5
そそる,動詞,5
学芸,名詞,5
黄塵,名詞,5
れんが,名詞,5
証書,名詞,5
せいぜい,副詞,5
膿,名詞,5
偽り,名詞,5
こびる,動詞,5
ずく,名詞,5
遠ざかる,動詞,5
寝返り,名詞,5
めりめり,副詞,5
ひっかかる,動詞,5
あいた,感動詞,5
店先,名詞,5
言語,名詞,5
険,名詞,5
好み,名詞,5
懐中,名詞,5
睡眠,名詞,5
寄りかかる,動詞,5
まっさお,名詞,5
漢籍,名詞,5
草取り,名詞,5
一語,名詞,5
悪質,名詞,5
利子,名詞,5
確実,名詞,5
減る,動詞,5
にじみ出る,動詞,5
仕業,名詞,5
時勢,名詞,5
いたく,副詞,5
活躍,名詞,5
とらえる,動詞,5
袷,名詞,5
とざす,動詞,5
異,接頭詞,5
修羅,名詞,5
白布,名詞,5
見付ける,動詞,5
敬意,名詞,5
買い求める,動詞,5
企てる,動詞,5
押し寄せる,動詞,5
悪童,名詞,5
本日,名詞,5
くっつける,動詞,5
カマ,名詞,5
水夫,名詞,5
狂い,名詞,5
恐れ入る,動詞,5
継る,動詞,5
がかる,動詞,5
前田,名詞,5
移住,名詞,5
予感,名詞,5
語学,名詞,5
全焼,名詞,5
舌打ち,名詞,5
文科,名詞,5
紫色,名詞,5
回顧,名詞,5
叫び声,名詞,5
忍び込む,動詞,5
退歩,名詞,5
正装,名詞,5
げろ,名詞,5
ぞくぞく,名詞,5
くるう,動詞,5
志す,動詞,5
年配,名詞,5
かこ,名詞,5
稲田,名詞,5
がさ,名詞,5
焼,接頭詞,5
口上,名詞,5
にがにがしい,形容詞,5
纒,名詞,5
拝借,名詞,5
婦女子,名詞,5
不浄,名詞,5
めす,動詞,5
初年,名詞,5
山中,名詞,5
連発,名詞,5
申し込む,動詞,5
悔恨,名詞,5
渦,名詞,5
減,名詞,5
なにもかも,副詞,5
山路,名詞,5
のこらず,副詞,5
かむる,動詞,5
亡くなる,動詞,5
詰める,動詞,5
即座,名詞,5
むしゃくしゃ,副詞,5
胡麻,名詞,5
我と,副詞,5
常連,名詞,5
余生,名詞,5
赤子,名詞,5
ギリシア,名詞,5
行きつく,動詞,5
半面,名詞,5
庄太郎,名詞,5
安倍,名詞,5
祈念,名詞,5
含羞,名詞,5
憎しみ,名詞,5
いろんな,連体詞,5
請求,名詞,5
押入る,動詞,5
有望,名詞,5
あおじろい,形容詞,5
賭,名詞,5
葬,名詞,5
乱す,動詞,5
賣る,動詞,5
裏口,名詞,5
自愛,名詞,5
とりとめる,動詞,5
履物,名詞,5
かんじん,名詞,5
のろ,名詞,5
うちわ,名詞,5
ぶらさがる,動詞,5
女学生,名詞,5
軍艦,名詞,5
気附,名詞,5
ひょろひょろ,副詞,5
圏,名詞,5
飾り,名詞,5
杏,名詞,5
あおむける,動詞,5
ふさわしい,形容詞,5
爆音,名詞,5
凝灰岩,名詞,5
陸軍,名詞,5
ピタリ,副詞,5
銀貨,名詞,5
向き直る,動詞,5
失策,名詞,5
しかして,副詞,5
ちゃあ,助詞,5
はいかい,名詞,5
捕える,動詞,5
むつ,名詞,5
重宝,名詞,5
河北新報社,名詞,5
向け,名詞,5
羅紗,名詞,5
見失う,動詞,5
しゅったつ,名詞,5
首筋,名詞,5
開き,名詞,5
けたたましい,形容詞,5
羞恥,名詞,5
美談,名詞,5
樹液,名詞,5
猪口,名詞,5
由来,名詞,5
巧妙,名詞,5
けんそん,名詞,5
がいせん,名詞,5
だこ,名詞,5
しらむ,動詞,5
アリ,名詞,5
牧舎,名詞,5
土方,名詞,5
書きつける,動詞,5
焦躁,名詞,5
突き抜ける,動詞,5
いびき,名詞,5
寝台,名詞,5
縛,名詞,5
うろ,名詞,5
一杯,副詞,5
難解,名詞,5
はじる,動詞,5
末尾,名詞,5
忠臣,名詞,5
幼稚,名詞,5
矢庭,名詞,5
兵卒,名詞,5
停留,名詞,5
そりゃ,名詞,5
同化,名詞,5
しくしく,副詞,5
しかく,副詞,5
一元,名詞,5
名札,名詞,5
ぐっすり,副詞,5
薄笑い,名詞,5
確定,名詞,5
同郷,名詞,5
とく,副詞,5
跳ねる,動詞,5
賀状,名詞,5
早口,名詞,5
龍之介,名詞,5
道楽者,名詞,5
みとめる,動詞,5
むっくり,副詞,5
拘泥,名詞,5
抱き合う,動詞,5
かざり,名詞,5
こうせい,名詞,5
エプロン,名詞,5
枕辺,名詞,5
窪地,名詞,5
雨宮,名詞,5
つましい,形容詞,5
放棄,名詞,5
西片,名詞,5
勝負,名詞,5
行列,名詞,5
かぶれる,動詞,5
鮮明,名詞,5
みさ,名詞,5
頬張る,動詞,5
数奇,名詞,5
移,名詞,5
旅人,名詞,5
三男,名詞,5
菊代,名詞,5
ちりばめる,動詞,5
突き出す,動詞,5
いそがす,動詞,5
狂喜,名詞,5
はためく,動詞,5
奪う,動詞,5
快活,名詞,5
値段,名詞,5
垢,名詞,5
ぐるり,名詞,5
吾が,連体詞,5
ちゃ,名詞,5
策略,名詞,5
どっか,名詞,5
諸兄,名詞,5
頑張る,動詞,5
一員,名詞,5
せんりつ,名詞,5
孤島,名詞,5
お天気,名詞,5
良友,名詞,5
復活,名詞,5
鋼鉄,名詞,5
思念,名詞,5
こづかい,名詞,5
櫛,名詞,5
指揮,名詞,5
走馬燈,名詞,5
濁酒,名詞,5
キン,名詞,5
本性,名詞,5
安易,名詞,5
失ふ,動詞,5
界隈,名詞,5
ごみ,名詞,5
すくめる,動詞,5
稿,名詞,5
泣ける,動詞,5
するりと,副詞,5
北山,名詞,5
ろくする,動詞,5
沓,名詞,5
エゴイスト,名詞,5
およそ,副詞,5
担任,名詞,5
ささげる,動詞,5
がわり,名詞,5
テニス,名詞,5
手助け,名詞,5
よいしょ,感動詞,5
北海道,名詞,5
尾崎,名詞,5
冒険,名詞,5
平等,名詞,5
衆人,名詞,5
あんず,名詞,5
泊,名詞,5
矢印,名詞,5
なまこ,名詞,5
カサカサ,名詞,5
馬鹿げる,動詞,5
陶本,名詞,5
引きしめる,動詞,5
果物,名詞,5
白線,名詞,5
よろず,副詞,5
転じる,動詞,5
流儀,名詞,5
ぐちゃぐちゃ,副詞,5
傍観,名詞,5
先祖,名詞,5
眩暈,名詞,5
熱狂,名詞,5
あたり前,名詞,5
間断,名詞,5
対談,名詞,5
土手,名詞,5
引き起す,動詞,5
和服,名詞,5
試み,名詞,5
参,名詞,5
いきり立つ,動詞,5
浮世,名詞,5
平民,名詞,5
ともる,動詞,5
却って,副詞,5
ジン,名詞,5
とんとん,名詞,5
まする,動詞,5
地下,名詞,5
今更,名詞,5
くくる,動詞,5
果実,名詞,5
泣き伏す,動詞,5
炭酸,名詞,5
拙宅,名詞,5
つぐむ,動詞,5
附属,名詞,5
たがう,動詞,5
当局,名詞,5
野性,名詞,5
抱える,動詞,5
痛苦,名詞,5
来れる,動詞,5
塊,名詞,5
意図,名詞,5
超,接頭詞,5
腕組み,名詞,5
終わる,動詞,5
吹きとばす,動詞,5
退く,動詞,5
然るに,副詞,5
凝結,名詞,5
どれほど,副詞,5
会員,名詞,5
うようよ,副詞,5
思う存分,副詞,5
作中,名詞,5
あいす,動詞,5
そなえる,動詞,5
馴染,名詞,5
悲痛,名詞,5
わきまえる,動詞,5
愛しい,形容詞,5
くどい,形容詞,5
がてん,名詞,5
おれる,動詞,5
癌,名詞,5
親愛,名詞,5
こなし,名詞,5
蹴落す,動詞,5
たいじ,名詞,5
焚火,名詞,5
さびる,動詞,5
遣う,動詞,5
表する,動詞,5
慰め,名詞,5
ほの暗い,形容詞,5
測る,動詞,5
赤心,名詞,5
源兵衛,名詞,5
火燵,名詞,5
さとる,動詞,5
抽象,名詞,5
順次,副詞,5
烈風,名詞,5
力強い,形容詞,5
葦,名詞,5
葛,名詞,5
第一義,名詞,5
卒業生,名詞,5
恕,名詞,5
ひいき,名詞,5
感傷,名詞,5
古来,名詞,5
生れつき,名詞,5
営業,名詞,5
隣村,名詞,5
修治,名詞,5
とぎれる,動詞,5
おこなう,動詞,5
見知る,動詞,5
観音,名詞,5
不振,名詞,5
無上,名詞,5
うつろ,名詞,5
共同,名詞,5
さかり,名詞,5
安らか,名詞,5
比重,名詞,5
みみずく,名詞,5
しらかば,名詞,5
死体,名詞,5
横腹,名詞,5
にわか,名詞,5
裸足,名詞,5
遭遇,名詞,5
海苔,名詞,5
描き出す,動詞,5
菖蒲,名詞,5
縫,名詞,5
くらむ,動詞,5
くだける,動詞,5
横たえる,動詞,5
ずし,名詞,5
活,名詞,5
権力,名詞,5
人柄,名詞,5
腰掛,名詞,5
高潔,名詞,5
永年,名詞,5
リアリズム,名詞,5
姿態,名詞,5
呪文,名詞,5
播く,動詞,5
原書,名詞,5
とんだ,連体詞,5
咆哮,名詞,5
奏する,動詞,5
托,名詞,5
各自,名詞,5
花瓶,名詞,5
単調,名詞,5
早春,名詞,5
しあわせ,名詞,5
特権,名詞,5
表,接頭詞,5
ぴんと,副詞,5
御飯,名詞,5
身のほど,名詞,5
肩身,名詞,5
結婚式,名詞,5
言い張る,動詞,5
フッ,副詞,5
香水,名詞,5
苦慮,名詞,5
循環,名詞,5
ケチ,名詞,5
おこす,動詞,5
しぶき,名詞,5
ご免,名詞,5
